5.536944084945763338e-03 4.131529868714697157e-02 2.389411530602279701e-03 6.977139858344843376e-03 1.627179654946614429e-01 8.117332834371744979e-03 6.211707073002928903e-01 5.546579621734372585e-03 1.374143189151179291e-04 3.635704017632398815e-04 1.879666370835653415e-04 3.468443101175704190e-04 5.120573569582683978e-04 5.681120505688468103e-04 1.506868765563857174e-04
3.907824148663155498e-05 5.032337435597571129e-02 4.381371011697418431e-03 1.445417417852822711e-02 1.955569320681986856e-01 3.240699665062427015e-02 3.366188806117660914e-01 5.496461324670091388e-03 2.459574185292807752e-04 8.384275386543844303e-04 7.222231004682064812e-04 6.161757020863274995e-04 3.792094141704468340e-04 5.253211071627537487e-04 5.169904107659423599e-04
1.234169504887986909e-03 6.586402208257327584e-02 4.984907351238284344e-03 1.835135736839070553e-02 1.668772655544963068e-01 1.968459033034216168e-02 4.596508118492041994e-01 4.332405902175051615e-02 9.379592780211633654e-05 9.194494676108341943e-04 3.433151283765170604e-04 2.137457985985689412e-04 8.327249210327294319e-04 3.567440408761763434e-04 2.949361114853390708e-05
6.867688784513143949e-03 7.702940846962037791e-02 3.950691777617970114e-03 8.443474102255123931e-03 1.446498589512414668e-01 3.852233007417042027e-02 7.721751964640646282e-01 3.792904261920024278e-02 5.681721734364311585e-04 4.182909191212526669e-04 9.662254214295740986e-04 8.465997544248199955e-04 1.292037392098110006e-04 3.775583773528290438e-05 1.673841740251201830e-04
1.586811711715883574e-02 4.978601786608918833e-02 9.101183151061471160e-03 1.670236098909619674e-02 1.510163996154035293e-01 9.678965800831605334e-03 5.027955149267643309e-01 5.512672260336463209e-02 9.602781553018747236e-04 7.522422176968195269e-04 5.042413621307872702e-04 4.674523311456024580e-04 1.000425487298894098e-04 7.034516554877142487e-04 4.926455551128204943e-05
1.085785200038658777e-02 1.478040731553330600e-01 3.547071538941342240e-03 4.124194337258301228e-04 1.329020046779349207e-01 2.579554120124654196e-02 9.272751383955939453e-01 4.047668014570631606e-02 6.095400697536065317e-04 3.813211104838456545e-04 9.254427081633956071e-04 7.950371890614882104e-04 7.678055465922921374e-04 8.080354650163387199e-04 5.170327249861206764e-04
1.143995618564576551e-02 3.851295823353628744e-02 5.589890195943371040e-03 1.739712072480109964e-02 9.748036601423679115e-02 1.254487623250493886e-02 3.535195710646150957e-02 5.599455066672309744e-03 2.263701078012760059e-04 7.532913631047439803e-04 4.044251101319007284e-05 8.971024257699091744e-05 8.053563867643285905e-04 8.741094391878460055e-04 5.118989457211339973e-04
1.781369590378819798e-02 5.749939664233552628e-02 6.484760265830337780e-04 1.021428857601618806e-02 1.174398327824758559e-01 2.424703807915888631e-02 9.106579747271291714e-01 2.500805794694298256e-03 3.599484720529152202e-04 6.869166586982472945e-04 2.869945410662027977e-04 7.108835007020172184e-04 8.049525695265519502e-04 5.534957184337738288e-04 6.977410455157317948e-04
5.783927793658322561e-03 3.750229435036619985e-02 2.644646502126063881e-03 1.673158947750510300e-02 1.032340994319545929e-01 2.091692764503495436e-02 6.383904270325506669e-01 3.820899298282980777e-02 3.135624003633172372e-04 4.381076095340142706e-04 1.138181839242474822e-04 3.694299740898591240e-04 9.222204510177472005e-04 2.516148356066587842e-04 6.537374957524965009e-04
8.591653551450270307e-03 1.127397443159280088e-01 5.849336924056799947e-03 5.594276276384317799e-03 1.017409350859245221e-01 2.640966171229375964e-03 2.447778730600043695e-01 3.515322509351384941e-04 3.842735989201755240e-04 7.188617519496501166e-04 3.293858918230856679e-04 5.829608554894271169e-04 4.775414374631562495e-04 3.690121294347404831e-04 1.751763650028526813e-04
1.466601420443991617e-02 1.288738997613470549e-01 8.335399298806410451e-03 7.729327172693604454e-03 5.719314436915971106e-02 1.988904946225504566e-02 7.169935991271603193e-01 3.693982188736367328e-02 9.336086011500073197e-04 3.763117977347085275e-04 1.360859491469570840e-04 4.969795017248885638e-04 4.228848018122925039e-04 1.609551207536063394e-04 3.236276997189125823e-05
